id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
5000,mercedes benz gla class,2014,diesel,85888,1639000,hyderabad,494,luxury suv,manual,200 cdi sport,FALSE,hyderabad,telangana,FALSE,ts09,online,mercedes benz,gla class,in_stock,1,1261000,,great,2020,TRUE,38070,245850,FALSE,FALSE
5001,toyota innova,2006,diesel,176441,310000,hyderabad,226,suv,manual,2.5 e,TRUE,hyderabad,telangana,FALSE,ts09,online,toyota,innova,in_stock,2,166000,,overpriced,2020,TRUE,7201,46500,FALSE,FALSE
5002,mercedes benz gla class,2015,diesel,44022,2250000,hyderabad,282,luxury suv,manual,200 cdi sport,FALSE,hyderabad,telangana,FALSE,ts07,online,mercedes benz,gla class,in_stock,1,1728000,,great,2020,TRUE,52262,337500,FALSE,FALSE
5003,chevrolet spark,2011,petrol,43416,75000,hyderabad,947,hatchback,manual,lt 1.0,FALSE,kolkata,west bengal,FALSE,wb20,online,chevrolet,spark,in_stock,1,30000,,good,2020,FALSE,1742,11250,FALSE,FALSE
5004,mahindra maxximo,2013,diesel,163527,165000,hyderabad,752,suv,manual,7 seater,TRUE,hyderabad,telangana,FALSE,ap22,online,mahindra,maxximo ,,1,100000,,good,2019,TRUE,3833,24750,FALSE,FALSE
5005,tata indigo ecs,2015,diesel,67435,300000,hyderabad,495,sedan,manual,ls cr4 bs iv,TRUE,hyderabad,telangana,FALSE,ts08,online,tata,indigo ecs,,1,129000,,overpriced,2019,TRUE,6968,45000,FALSE,FALSE
5006,toyota etios,2015,diesel,76366,635000,hyderabad,455,sedan,manual,vx d,TRUE,hyderabad,telangana,FALSE,ts08,online,toyota,etios,,1,554000,,good,2019,TRUE,14749,95250,FALSE,FALSE
5007,tata safari storme,2013,diesel,90044,875000,hyderabad,1039,suv,manual,2.2 vx 4x4,FALSE,hyderabad,telangana,FALSE,ap29,online,tata,safari storme,,6,0,,overpriced,2019,TRUE,20324,131250,FALSE,TRUE
5008,hyundai verna,2013,diesel,76506,600000,hyderabad,177,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,hyderabad,telangana,FALSE,ap09,online,hyundai,verna,,2,412000,,fair,2019,TRUE,13937,90000,FALSE,TRUE
5009,maruti alto k10,2015,petrol,6341,331399,chennai,624,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,maruti,alto k10,,1,295849,331499,great,2021,TRUE,7698,49710,FALSE,FALSE
5010,renault kwid,2017,petrol,11529,384199,chennai,5668,hatchback,automatic,rxt 1.0 easy-r at option,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,renault,kwid,in_stock,2,380023,456743,great,2021,TRUE,8924,57630,FALSE,FALSE
5011,maruti swift dzire,2010,petrol,17572,349799,chennai,4658,sedan,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,swift dzire,in_stock,1,318686,,great,2021,TRUE,8125,52470,FALSE,FALSE
5012,maruti alto k10,2010,petrol,42198,232799,chennai,2240,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,alto k10,in_stock,1,213469,261867,good,2021,TRUE,5407,34920,FALSE,FALSE
5013,renault kwid,2017,petrol,18056,333099,chennai,4126,hatchback,manual,rxt,FALSE,chennai,tamil nadu,TRUE,tn67,inperson_sale,renault,kwid,in_stock,1,329083,,great,2021,TRUE,7737,49965,FALSE,FALSE
5014,maruti alto,2011,petrol,23217,266799,chennai,2078,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,maruti,alto,in_stock,1,254362,309713,great,2021,TRUE,6197,40020,FALSE,FALSE
5015,hyundai i10,2012,petrol,14581,376299,chennai,12908,hatchback,automatic,sportz 1.2 at kappa2,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,hyundai,i10,in_stock,1,366312,440703,great,2021,TRUE,8740,56445,FALSE,FALSE
5016,maruti alto,2019,petrol,3658,355499,chennai,2601,hatchback,,lxi opt,TRUE,chennai,tamil nadu,TRUE,tn12,inperson_sale,maruti,alto,in_transit,1,328000,,great,2021,TRUE,8257,53325,FALSE,FALSE
5017,maruti celerio,2014,petrol,30971,396699,chennai,1477,hatchback,automatic,vxi amt,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,maruti,celerio,in_stock,1,383070,396799,great,2021,TRUE,9214,59505,FALSE,FALSE
5018,hyundai eon,2017,petrol,9567,340299,chennai,2687,hatchback,manual,era plus,TRUE,chennai,tamil nadu,TRUE,tn02,inperson_sale,hyundai,eon,in_stock,1,339407,,great,2021,TRUE,7904,51045,FALSE,FALSE
5019,maruti wagon r 1.0,2014,petrol,29002,334099,chennai,2922,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn13,inperson_sale,maruti,wagon r 1.0,in_stock,1,343280,334199,great,2020,TRUE,7760,50115,FALSE,FALSE
5020,maruti alto 800,2016,petrol,8341,309899,chennai,2275,hatchback,manual,lxi opt,FALSE,chennai,tamil nadu,TRUE,tn05,inperson_sale,maruti,alto 800,in_stock,1,297594,360289,great,2021,TRUE,7198,46485,FALSE,FALSE
5021,maruti omni,2018,petrol,6603,335299,chennai,1375,suv,manual,std,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,maruti,omni,in_stock,1,356293,357793,great,2021,TRUE,7788,50295,FALSE,FALSE
5022,maruti wagon r 1.0,2017,petrol,20907,407499,chennai,2399,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn22,inperson_sale,maruti,wagon r 1.0,in_stock,1,387868,465914,great,2021,TRUE,9465,61125,FALSE,FALSE
5023,hyundai grand i10 nios,2020,petrol,2078,698099,chennai,4889,hatchback,,sportz petrol,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,hyundai,grand i10 nios,in_stock,1,698000,819540,great,2021,TRUE,16215,104715,FALSE,FALSE
5024,maruti alto 800,2016,petrol,24346,288599,chennai,1648,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,maruti,alto 800,in_stock,2,286024,346764,great,2021,TRUE,6703,43290,FALSE,FALSE
5025,maruti eeco,2017,petrol,22175,391199,chennai,3027,suv,manual,5 str with ac plushtr,TRUE,chennai,tamil nadu,TRUE,tn05,inperson_sale,maruti,eeco,in_stock,1,372238,391299,great,2020,TRUE,9087,58680,FALSE,FALSE
5026,honda jazz,2017,petrol,26617,591499,chennai,3936,hatchback,manual,vx  1.2,TRUE,chennai,tamil nadu,TRUE,tn12,inperson_sale,honda,jazz,in_stock,1,530000,626340,great,2021,TRUE,13739,88725,FALSE,FALSE
5027,maruti ignis,2018,petrol,9572,574899,chennai,840,hatchback,manual,delta 1.2 k12,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,maruti,ignis,in_transit,1,569540,,great,2021,TRUE,13353,86235,FALSE,FALSE
5028,hyundai i10,2011,petrol,45931,333999,chennai,700,hatchback,manual,sportz 1.2 kappa2,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,hyundai,i10,,1,290335,334099,great,2021,TRUE,7758,50100,FALSE,FALSE
5029,mg zs ev,2020,electric,3875,2033734,chennai,5531,,,exclusive,TRUE,chennai,tamil nadu,TRUE,tn22,inperson_sale,mg,zs ev,in_stock,1,2150000,,great,2021,TRUE,47239,305061,FALSE,FALSE
5030,hyundai i20,2013,petrol,30494,410199,chennai,4389,hatchback,manual,sportz 1.2 vtvt,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,hyundai,i20,in_stock,1,395000,474270,great,2021,TRUE,9528,61530,FALSE,FALSE
5031,maruti eeco,2018,petrol,21916,451599,chennai,470,suv,manual,5 str with ac plushtr,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,eeco,in_transit,1,434313,451699,great,2021,TRUE,10490,67740,FALSE,FALSE
5032,hyundai i10,2011,petrol,42118,280899,chennai,3679,hatchback,manual,sportz 1.2 kappa2,TRUE,chennai west,tamil nadu,TRUE,tn01,inperson_sale,hyundai,i10,in_stock,2,270942,287399,great,2021,TRUE,6525,42135,FALSE,FALSE
5033,volkswagen polo,2015,petrol,42503,444999,chennai,3487,hatchback,manual,comfortline 1.2l petrol,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,volkswagen,polo,in_stock,2,432584,509579,great,2021,TRUE,10336,66750,FALSE,FALSE
5034,hyundai i10,2009,petrol,35966,212799,chennai,5138,hatchback,manual,era 1.1 irde,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,hyundai,i10,in_stock,2,192265,240903,great,2021,TRUE,4943,31920,FALSE,FALSE
5035,maruti alto k10,2011,petrol,13977,265699,chennai,1398,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn22,inperson_sale,maruti,alto k10,in_stock,1,227839,265799,great,2021,TRUE,6172,39855,FALSE,FALSE
5036,hyundai grand i10,2016,petrol,8063,482799,chennai,1874,hatchback,automatic,magna 1.2 at  vtvt,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,hyundai,grand i10,in_stock,1,485746,487246,great,2021,TRUE,11214,72420,FALSE,FALSE
5037,hyundai eon,2012,petrol,31373,252399,chennai,1151,hatchback,manual,magna,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,hyundai,eon,in_stock,2,216003,,good,2021,TRUE,5863,37860,FALSE,FALSE
5038,hyundai new santro,2019,petrol,3243,580199,chennai,1138,,,1.1 sports amt,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,hyundai,new santro,in_stock,1,570259,,great,2021,TRUE,13477,87030,FALSE,FALSE
5039,honda brio,2012,petrol,11185,352699,chennai,1982,hatchback,manual,1.2 s (o) mt ivtec,TRUE,chennai,tamil nadu,TRUE,tn18,inperson_sale,honda,brio,in_stock,1,331547,,great,2021,TRUE,8192,52905,FALSE,FALSE
5040,maruti alto k10,2015,petrol,19070,362399,chennai,480,hatchback,,vxi amt,TRUE,chennai,tamil nadu,TRUE,tn76,inperson_sale,maruti,alto k10,in_stock,2,336504,,great,2021,TRUE,8418,54360,FALSE,FALSE
5041,maruti celerio,2015,petrol,17762,396899,chennai,2646,hatchback,automatic,vxi amt,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,celerio,in_stock,1,380320,457091,great,2021,TRUE,9219,59535,FALSE,FALSE
5042,maruti celerio,2015,petrol,38703,416199,chennai,846,hatchback,automatic,zxi amt,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,maruti,celerio,in_stock,1,365697,416299,great,2021,TRUE,9667,62430,FALSE,FALSE
5043,maruti wagon r 1.0,2012,petrol,38553,338999,chennai,589,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn22,inperson_sale,maruti,wagon r 1.0,in_stock,1,314930,380583,great,2021,TRUE,7874,50850,FALSE,FALSE
5044,hyundai eon,2014,petrol,34968,266399,chennai,2596,hatchback,manual,era plus,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,hyundai,eon,in_stock,2,248505,302870,great,2021,TRUE,6188,39960,FALSE,FALSE
5045,maruti swift dzire,2013,petrol,41318,445099,chennai,1208,sedan,manual,vxi 1.2 bs iv,TRUE,chennai south,tamil nadu,TRUE,tn07,inperson_sale,maruti,swift dzire,in_stock,2,443815,522505,great,2021,TRUE,10339,66765,FALSE,FALSE
5046,maruti swift,2016,petrol,29511,480699,chennai,2770,hatchback,,vxi deca,TRUE,chennai,tamil nadu,TRUE,tn02,inperson_sale,maruti,swift,in_stock,1,466750,548875,great,2021,TRUE,11165,72105,FALSE,FALSE
5047,maruti wagon r 1.0,2017,petrol,5873,426999,chennai,1505,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,maruti,wagon r 1.0,in_stock,1,395809,475215,great,2021,TRUE,9918,64050,FALSE,FALSE
5048,maruti alto k10,2016,petrol,22360,324099,chennai,883,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,maruti,alto k10,in_stock,1,318699,384981,great,2021,TRUE,7528,48615,FALSE,FALSE
5049,hyundai i10,2014,petrol,21428,373899,chennai,1272,hatchback,manual,magna 1.1 irde2,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,hyundai,i10,in_stock,1,359273,,great,2021,TRUE,8685,56085,FALSE,FALSE
5050,maruti baleno,2018,petrol,11258,618899,chennai,1586,hatchback,manual,delta 1.2 k12,TRUE,chennai,tamil nadu,TRUE,tn05,inperson_sale,maruti,baleno,in_stock,1,628811,739971,great,2021,TRUE,14375,92835,FALSE,FALSE
5051,maruti eeco,2019,petrol,9891,477499,chennai,595,suv,manual,5 str with ac plushtr,FALSE,chennai south,tamil nadu,TRUE,tn07,inperson_sale,maruti,eeco,in_transit,1,459465,477599,great,2021,TRUE,11091,71625,FALSE,FALSE
5052,maruti wagon r 1.0,2013,petrol,30782,378399,chennai,388,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn05,inperson_sale,maruti,wagon r 1.0,in_stock,1,360273,433627,great,2021,TRUE,8789,56760,FALSE,FALSE
5053,hyundai grand i10,2016,petrol,20090,470299,chennai,990,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,hyundai,grand i10,in_stock,2,472100,555035,great,2021,TRUE,10924,70545,FALSE,FALSE
5054,maruti wagon r 1.0,2016,petrol,32196,416099,chennai,521,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn12,inperson_sale,maruti,wagon r 1.0,in_stock,1,402599,475094,great,2021,TRUE,9665,62415,FALSE,FALSE
5055,maruti celerio,2014,petrol,37918,333699,chennai,1930,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,celerio,in_stock,2,338113,337299,great,2021,TRUE,7751,50055,FALSE,FALSE
5056,hyundai i10,2010,petrol,42573,254099,chennai,3183,hatchback,manual,sportz 1.2 kappa2,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,hyundai,i10,in_stock,2,235600,254199,great,2020,TRUE,5902,38115,FALSE,FALSE
5057,volkswagen polo,2015,petrol,35283,535999,chennai,1536,hatchback,manual,highline1.2l petrol,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,volkswagen,polo,in_stock,1,456999,,great,2021,TRUE,12450,80400,FALSE,FALSE
5058,maruti alto,2012,petrol,42251,257899,chennai,991,hatchback,manual,lxi,TRUE,chennai west,tamil nadu,TRUE,tn09,inperson_sale,maruti,alto,in_stock,1,243431,296929,great,2021,TRUE,5990,38685,FALSE,FALSE
5059,hyundai eon,2016,petrol,27775,299699,chennai,1954,hatchback,manual,era plus,TRUE,chennai south,tamil nadu,TRUE,tn07,inperson_sale,hyundai,eon,in_stock,1,293634,355666,great,2021,TRUE,6961,44955,FALSE,FALSE
5060,maruti alto,2012,petrol,50410,219599,chennai,1270,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,maruti,alto,in_stock,1,219075,268425,great,2021,TRUE,5101,32940,FALSE,FALSE
5061,hyundai grand i10,2014,petrol,30702,461099,chennai,1211,hatchback,automatic,asta 1.2 at vtvt,TRUE,chennai,tamil nadu,TRUE,tn13,inperson_sale,hyundai,grand i10,in_stock,1,423367,,great,2021,TRUE,10710,69165,FALSE,FALSE
5062,renault kwid,2016,petrol,21361,319299,chennai,2758,hatchback,manual,rxt,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,renault,kwid,in_stock,1,309082,373732,great,2021,TRUE,7417,47895,FALSE,FALSE
5063,maruti omni e,2018,petrol,15762,334199,chennai,662,,,8 str,TRUE,chennai,tamil nadu,TRUE,tn13,inperson_sale,maruti,omni e,in_stock,1,319068,385418,great,2021,TRUE,7763,50130,FALSE,FALSE
5064,maruti wagon r 1.0,2017,petrol,24401,439499,chennai,514,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn12,inperson_sale,maruti,wagon r 1.0,in_stock,1,439606,517666,great,2021,TRUE,10208,65925,FALSE,FALSE
5065,maruti swift dzire,2013,petrol,28195,464499,chennai,1974,sedan,manual,vxi 1.2 bs iv,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,maruti,swift dzire,in_stock,1,473038,470599,great,2021,TRUE,10789,69675,FALSE,FALSE
5066,hyundai i10,2010,petrol,32693,300499,chennai,642,hatchback,manual,sportz 1.2,TRUE,vellore,tamil nadu,TRUE,tn73,inperson_sale,hyundai,i10,in_stock,1,259654,315906,good,2021,TRUE,6980,45075,FALSE,FALSE
5067,maruti ertiga,2015,diesel,45803,645599,chennai,3561,suv,manual,vdi abs,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,ertiga,in_stock,2,651842,766452,great,2021,TRUE,14996,96840,FALSE,FALSE
5068,maruti baleno,2017,petrol,25972,531799,chennai,2235,hatchback,manual,delta 1.2 k12,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,baleno,in_stock,1,525000,620590,great,2021,TRUE,12352,79770,FALSE,FALSE
5069,honda brio,2015,petrol,37667,441899,chennai,682,hatchback,automatic,1.2 vx at i vtec,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,honda,brio,in_stock,2,428810,505250,great,2021,TRUE,10264,66285,FALSE,FALSE
5070,maruti alto,2012,petrol,58963,214299,chennai,1344,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn20,inperson_sale,maruti,alto,in_stock,1,201978,,great,2021,TRUE,4978,32145,FALSE,FALSE
5071,maruti celerio,2014,petrol,27544,399099,chennai,1156,hatchback,automatic,vxi amt,TRUE,chennai,tamil nadu,TRUE,tn31,inperson_sale,maruti,celerio,in_stock,2,382448,459576,great,2021,TRUE,9270,59865,FALSE,FALSE
5072,maruti wagon r 1.0,2018,petrol,16087,427899,chennai,978,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,maruti,wagon r 1.0,in_stock,2,428405,504785,great,2021,TRUE,9939,64185,FALSE,FALSE
5073,maruti swift,2017,petrol,17538,593399,chennai,548,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,maruti,swift,in_stock,1,574558,,great,2021,TRUE,13783,89010,FALSE,FALSE
5074,hyundai elite i20,2018,petrol,10893,684899,chennai,1577,hatchback,manual,sportz 1.2,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,hyundai,elite i20,in_stock,1,676286,794556,great,2021,TRUE,15908,102735,FALSE,FALSE
5075,maruti swift dzire,2010,petrol,49238,339099,chennai,1108,sedan,manual,vxi,TRUE,chengalpattu,tamil nadu,TRUE,tn19,inperson_sale,maruti,swift dzire,in_stock,2,303161,339199,good,2021,TRUE,7876,50865,FALSE,FALSE
5076,hyundai eon,2013,petrol,22713,249299,chennai,1921,hatchback,manual,d lite plus,TRUE,chennai,tamil nadu,TRUE,tn05,inperson_sale,hyundai,eon,in_stock,3,231371,282812,great,2021,TRUE,5791,37395,FALSE,FALSE
5077,maruti swift,2015,petrol,40987,481299,chennai,1113,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,maruti,swift,in_stock,1,477259,560959,great,2021,TRUE,11179,72195,FALSE,FALSE
5078,maruti celerio,2019,petrol,13079,526899,chennai,474,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn13,inperson_sale,maruti,celerio,in_stock,1,514898,526999,great,2021,TRUE,12239,79035,FALSE,FALSE
5079,honda city,2011,petrol,51684,434699,chennai,1600,sedan,automatic,v at,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,honda,city,in_stock,3,387311,434799,great,2021,TRUE,10097,65205,FALSE,FALSE
5080,hyundai eon,2013,petrol,27109,256399,chennai,1243,hatchback,manual,magna plus,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,hyundai,eon,,2,227213,256499,great,2021,TRUE,5956,38460,FALSE,FALSE
5081,maruti alto k10,2010,petrol,46987,233499,chennai,965,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn02,inperson_sale,maruti,alto k10,in_stock,1,196471,245907,great,2021,TRUE,5424,35025,FALSE,FALSE
5082,maruti wagon r 1.0,2011,petrol,45714,324399,chennai,496,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,wagon r 1.0,in_stock,2,299393,,great,2021,TRUE,7535,48660,FALSE,FALSE
5083,hyundai elite i20,2019,petrol,11172,743799,chennai,1433,hatchback,manual,asta 1.2 (o),TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,hyundai,elite i20,in_stock,1,766407,898207,great,2021,TRUE,17277,111570,FALSE,FALSE
5084,maruti alto 800,2018,petrol,13741,352099,chennai,759,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn01,inperson_sale,maruti,alto 800,in_stock,1,348558,419923,great,2021,TRUE,8178,52815,FALSE,FALSE
5085,maruti swift,2018,petrol,13962,603399,chennai,1050,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn06,inperson_sale,maruti,swift,in_stock,1,601822,,great,2021,TRUE,14015,90510,FALSE,FALSE
5086,hyundai elite i20,2018,petrol,22562,679199,chennai,937,hatchback,manual,asta 1.2,TRUE,chennai,tamil nadu,TRUE,tn03,inperson_sale,hyundai,elite i20,in_stock,1,671403,679299,great,2021,TRUE,15776,101880,FALSE,FALSE
5087,hyundai elite i20,2016,petrol,18639,552399,chennai,1958,hatchback,manual,magna 1.2,TRUE,chennai,tamil nadu,TRUE,tn05,inperson_sale,hyundai,elite i20,in_stock,1,565550,667215,great,2021,TRUE,12831,82860,FALSE,FALSE
5088,maruti swift dzire,2015,petrol,47445,484499,chennai,1533,sedan,manual,vxi 1.2 bs iv,TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,maruti,swift dzire,in_stock,1,489264,574764,great,2021,TRUE,11254,72675,FALSE,FALSE
5089,maruti baleno,2017,petrol,22993,675399,chennai,1259,hatchback,automatic,alpha 1.2 k12 amt,TRUE,chennai,tamil nadu,TRUE,tn12,inperson_sale,maruti,baleno,in_stock,2,693530,814395,great,2021,TRUE,15688,101310,FALSE,FALSE
5090,maruti alto 800,2017,petrol,25712,325099,chennai,594,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,alto 800,in_stock,1,316369,382260,great,2021,TRUE,7551,48765,FALSE,FALSE
5091,maruti swift,2018,petrol,10382,633699,chennai,2517,hatchback,automatic,zxi amt,TRUE,chennai,tamil nadu,TRUE,tn85,inperson_sale,maruti,swift,in_stock,1,647994,762019,great,2021,TRUE,14719,95055,FALSE,FALSE
5092,maruti vitara brezza,2020,petrol,2979,984299,chennai,3072,suv,,zxi,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,vitara brezza,in_stock,1,1039999,1041499,great,2021,TRUE,22863,147645,FALSE,FALSE
5093,maruti dzire,2018,petrol,17794,628699,chennai,710,sedan,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn07,inperson_sale,maruti,dzire,in_stock,1,639047,751737,great,2021,TRUE,14603,94305,FALSE,FALSE
5094,maruti dzire,2017,diesel,17163,667799,chennai,1487,sedan,manual,vdi,TRUE,chennai,tamil nadu,TRUE,tn22,inperson_sale,maruti,dzire,in_stock,1,689592,667899,great,2021,TRUE,15511,100170,FALSE,FALSE
5095,maruti wagon r 1.0,2013,petrol,50429,356099,chennai,450,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,maruti,wagon r 1.0,in_stock,1,349248,420732,great,2021,TRUE,8271,53415,FALSE,FALSE
5096,maruti eeco,2020,petrol,13447,470699,chennai,1354,suv,manual,5 str with ac plushtr,TRUE,chennai,tamil nadu,TRUE,tn02,inperson_sale,maruti,eeco,in_stock,1,487708,572983,great,2021,TRUE,10933,70605,FALSE,FALSE
5097,renault kwid,2016,petrol,34082,315899,chennai,1448,hatchback,manual,rxt,TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,renault,kwid,in_stock,1,297927,360690,great,2021,TRUE,7338,47385,FALSE,FALSE
5098,maruti wagon r 1.0,2017,petrol,40381,417899,chennai,692,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn09,inperson_sale,maruti,wagon r 1.0,in_stock,1,385000,462570,great,2021,TRUE,9707,62685,FALSE,FALSE
5099,maruti alto 800,2014,petrol,40695,247399,chennai,1178,hatchback,manual,lxi,TRUE,chennai,tamil nadu,TRUE,tn10,inperson_sale,maruti,alto 800,in_stock,2,243319,296800,great,2021,TRUE,5746,37110,FALSE,FALSE
5100,hyundai grand i10,2016,petrol,44019,478399,chennai,1040,hatchback,automatic,magna 1.2 at  vtvt,TRUE,chennai,tamil nadu,TRUE,tn02,inperson_sale,hyundai,grand i10,in_stock,1,476165,559700,great,2021,TRUE,11112,71760,FALSE,FALSE
5101,hyundai grand i10,2017,petrol,8643,518899,chennai,760,hatchback,manual,magna 1.2 kappa vtvt,TRUE,chennai,tamil nadu,TRUE,tn11,inperson_sale,hyundai,grand i10,in_stock,1,509900,603225,great,2020,TRUE,12053,77835,FALSE,FALSE
5102,maruti swift,2019,petrol,12425,647999,chennai,4259,hatchback,manual,vxi,TRUE,chennai,tamil nadu,TRUE,tn14,inperson_sale,maruti,swift,in_stock,1,653000,767790,great,2021,TRUE,15051,97200,FALSE,FALSE
